ensembl_gene_id	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
ENSG00000147044	1398.4266282974788	-0.42034103962869507	0.06585339700769698	-6.382981876843277	1.7367246695435244e-10	1.0097838658091424e-9
ENSG00000155744	3086.372735783854	-0.5699603778265797	0.08929989422503402	-6.3825425861120335	1.7417156841542412e-10	1.0123427408102462e-9
ENSG00000151929	260.46194200113854	-0.952792039814107	0.14934550487847292	-6.379783848127357	1.7733810490676115e-10	1.0303986467965485e-9
ENSG00000119318	3152.4765585127943	-0.3931961545474798	0.06165033547703569	-6.37784290231385	1.7959959982613476e-10	1.043185488766696e-9
ENSG00000141665	35.69593940784586	2.3605598361550744	0.370317797243531	6.3744163897224375	1.8366097755893202e-10	1.0664145695283097e-9
ENSG00000204427	170.17825416121818	0.8364459034118871	0.13122113535549054	6.3743230169886544	1.8377289699753274e-10	1.0667034393381824e-9
ENSG00000110665	106.97633459986724	1.550686218622681	0.2433653706618109	6.371844171608003	1.867686039760132e-10	1.0837252982821896e-9
ENSG00000268223	3262.1328212190824	-1.188880029553816	0.18664203858403353	-6.3698405706093695	1.8922479284449228e-10	1.0976061513271802e-9
ENSG00000234828	18.727135667959693	-4.519192719170782	0.7096727323581176	-6.367995433830887	1.9151461750336741e-10	1.1105129459691712e-9
ENSG00000104765	3329.1254150060076	-0.8416505357282581	0.13217038299845438	-6.367920835472653	1.916077615879225e-10	1.1106776936910724e-9
ENSG00000140395	629.25035643107606	0.7957571690288016	0.12497956393395099	6.367098299761568	1.9263772489013557e-10	1.1162708826967059e-9
ENSG00000136932	321.75116720478525	0.8336081926260835	0.13096136799413227	6.365298449413214	1.9491036561229667e-10	1.1290587620444922e-9
ENSG00000141526	1398.5367282370553	-2.966128989674314	0.4661407552066301	-6.363161677119378	1.976424539262102e-10	1.1444985570252835e-9
ENSG00000042832	205.91874270489592	-1.408822557315376	0.22147465290939822	-6.361100644287737	2.003131315988168e-10	1.1595724399367406e-9
ENSG00000178700	207.58067650219104	0.7296514575130463	0.11471982550306573	6.360290859172789	2.0137206691290758e-10	1.1653092492720634e-9
ENSG00000132341	9582.781622393657	-0.7600317602232406	0.11950005491312304	-6.360095489293175	2.016283648336318e-10	1.1663990167955004e-9
ENSG00000143515	898.9280254065852	-0.7089343541238587	0.11146802864991062	-6.359979293707794	2.0178094826661807e-10	1.1668882744720703e-9
ENSG00000164144	509.6992697256649	0.6621648235490415	0.10414156047175407	6.358314783737449	2.0397913822409888e-10	1.1792028482645177e-9
ENSG00000187033	16.60474429233384	6.746818084054431	1.061153178529749	6.3580058191054905	2.0438973031516232e-10	1.1811785088405372e-9
ENSG00000186141	635.9779233106135	0.8957617720815169	0.1409893054325315	6.353402262203295	2.1060402100128315e-10	1.2166814115622953e-9
ENSG00000001084	1154.8569850144575	1.850968734908493	0.2913519179824451	6.3530343226366535	2.1110858872717372e-10	1.2191858516933176e-9
ENSG00000119720	247.32478856504505	0.7488820125044577	0.11789293411782527	6.352221344800915	2.1222764301095504e-10	1.2252361705188312e-9
ENSG00000087460	33358.51977557836	-1.1071511079315386	0.17440911608306928	-6.348011691110308	2.1811551128943152e-10	1.2588045552317747e-9
ENSG00000087237	55.89761344718784	-3.7282161885983682	0.5873929869820876	-6.347056010581991	2.1947424257832808e-10	1.2662202603089957e-9
ENSG00000180425	60.26138808137191	1.5886270884398337	0.25044126845776793	6.3433119398519775	2.2487744071892138e-10	1.2969570177664717e-9
ENSG00000183762	39.47389125556513	-7.0871797089292325	1.1173594378852192	-6.3427930786022175	2.2563640435270746e-10	1.3008969845039497e-9
ENSG00000204116	269.9692444736462	1.2001454296803487	0.18922231551331606	6.34251529173308	2.260437645159085e-10	1.3028078305555788e-9
ENSG00000112232	290.1737226033895	1.7780357420676354	0.2804725009716488	6.339429840386976	2.3061700231990576e-10	1.3287194512441044e-9
ENSG00000100479	44.15689662432708	-1.5629437845111616	0.24660752824737442	-6.337778070357031	2.331022599913754e-10	1.3425876391178312e-9
ENSG00000180992	833.556230742257	-0.7997420721845739	0.12620690473915724	-6.336753712781961	2.34656633173892e-10	1.3510867489924962e-9
ENSG00000010165	1018.0069083270599	0.8142224544947172	0.12850588811113545	6.336071182906071	2.356979279448962e-10	1.3566269868093019e-9
ENSG00000181467	585.5884385809395	0.7679536179677847	0.12121434346829445	6.335501195604423	2.3657098052126044e-10	1.3611954673989896e-9
ENSG00000141994	347.7202804578145	0.81250290660538	0.12825708328070182	6.334955433433229	2.3740988711383226e-10	1.3655644797516373e-9
ENSG00000196628	7579.519152901468	1.1794136350908901	0.18635646709058515	6.328804433267102	2.4706800760511777e-10	1.4206410437294272e-9
ENSG00000188613	16.670720392757584	-5.048236225567579	0.7977018964481886	-6.328474644532159	2.4759653133614826e-10	1.4232031104407475e-9
ENSG00000115290	209.03141858944505	-1.5119616968643532	0.23904690865790265	-6.3249581655460965	2.5330119803218836e-10	1.455506348237203e-9
ENSG00000158552	437.2705674121467	0.7310305377952625	0.1156017518029965	6.323697750195456	2.553770181566837e-10	1.4669430457088648e-9
ENSG00000173889	1624.1943051825867	0.7024976687432896	0.11111817525497848	6.3220770781314215	2.5807058705326726e-10	1.481919388440415e-9
ENSG00000062598	893.4952184403185	-0.49271005486267205	0.077935979960277	-6.321984468711373	2.5822533982354596e-10	1.4823119373343598e-9
ENSG00000116668	192.34670066974454	-0.8585387338554737	0.1358147365882119	-6.321396009172035	2.5921079089811903e-10	1.4874711539230523e-9
ENSG00000134686	1171.5156241566483	-0.5647713604422171	0.0893703477980339	-6.319449060649641	2.6249745602833156e-10	1.5058279339799777e-9
ENSG00000182220	1647.794328626123	0.9251388739280936	0.14640349726952112	6.319103649723351	2.630847835660948e-10	1.508692752816529e-9
ENSG00000177888	335.201519802795	1.078426679855691	0.17066286240814757	6.319047182488872	2.631809209241067e-10	1.5087398066207229e-9
ENSG00000132388	1294.0201487999313	0.5675103366592974	0.08981080259423002	6.318954070852025	2.6333952154244035e-10	1.5091447931279866e-9
ENSG00000205045	194.44651490214306	-1.1555478111661028	0.18299504517218734	-6.3146398858985595	2.7079128745640474e-10	1.5513311887068423e-9
ENSG00000173599	128.98111075983212	-1.239396939095062	0.1962850661229416	-6.314270176411564	2.71439371939108e-10	1.5545249478408595e-9
ENSG00000173848	99.31030922003771	-2.765119308922993	0.4379876911669501	-6.3132351997284735	2.73261706880866e-10	1.564439228115415e-9
ENSG00000125878	17.497793338541797	-6.903728223472111	1.0936036051438804	-6.312825040992635	2.73987194750167e-10	1.5680694754914495e-9
ENSG00000106245	994.0544945565729	-0.5475078282504708	0.08674426296657876	-6.311746846721347	2.7590328564469113e-10	1.5785090280398834e-9
ENSG00000079462	245.81515617931208	0.9781719462832508	0.15506120866711473	6.308295638164342	2.8212492966787933e-10	1.6135665144138244e-9
ENSG00000009307	21868.76604201589	-0.9218115223274636	0.14614349551709804	-6.307578172164469	2.8343543340716497e-10	1.620521548283951e-9
ENSG00000179388	398.3523649506841	2.2220534907198286	0.35228712209057933	6.307507006028165	2.8356574713411916e-10	1.6207265454121308e-9
ENSG00000124787	31.718517197199343	2.59065380655986	0.4108054701814054	6.306278748955965	2.858240739399689e-10	1.633090063490505e-9
ENSG00000144524	549.5720304101791	0.5123745808791809	0.08127629844438986	6.304108217105301	2.898579265130152e-10	1.6555866521672153e-9
ENSG00000135617	137.64007087271392	1.0653602537822957	0.1690818581430732	6.300854896453837	2.960084111860097e-10	1.6901538499599183e-9
ENSG00000213588	288.2397586557552	1.2179509727160052	0.1933083725765199	6.300559859267797	2.96572447872704e-10	1.692811064737144e-9
ENSG00000011566	41.99036411507199	-2.6360144984812304	0.41843325808972237	-6.299725099566546	2.9817398936596844e-10	1.701386534599696e-9
ENSG00000011332	17.508216698643896	-4.86291685631001	0.7719877278762844	-6.299215234531967	2.9915635027288425e-10	1.7064244208717247e-9
ENSG00000213799	353.62250334482457	0.981434490194854	0.15586876541210146	6.296543682757987	3.0435553919342653e-10	1.7355042676905327e-9
ENSG00000120055	69.01702119897406	1.3955566216617048	0.22165928184878436	6.2959539073746145	3.055151530633524e-10	1.7415378725119604e-9
ENSG00000255529	512.8255492100029	0.7745267699102737	0.12309033584973496	6.29234427352439	3.1270698121877266e-10	1.7819416751085026e-9
ENSG00000112972	851.6025636888379	1.2177401128494312	0.19357207801379261	6.290887225804661	3.156565996168543e-10	1.7981527012702478e-9
ENSG00000176678	8.055095182144585	-7.227094326646833	1.1488428594502564	-6.290759669346892	3.159161118282205e-10	1.7990337360599428e-9
ENSG00000102606	2141.8642208363303	-1.3439803791298148	0.21365818702253106	-6.290329417557433	3.167929917374804e-10	1.8034287167324781e-9
ENSG00000179912	317.1581505570109	-1.3607888369235348	0.21633658551327933	-6.29014659584708	3.171663128217557e-10	1.8049550896834773e-9
ENSG00000203756	27.6811182068748	5.442329744967348	0.8655866809604659	6.28744626584188	3.2273066134886996e-10	1.8360121642652225e-9
ENSG00000092847	1594.2519726009093	-0.6755812909034777	0.10749796755021042	-6.2845959444575135	3.2870748108010674e-10	1.8693944184197787e-9
ENSG00000017260	1463.4063922668838	-0.6300258130656374	0.10030687071361662	-6.280983631364663	3.364375668308692e-10	1.9127222570192358e-9
ENSG00000172733	16.3109228539369	-6.190175556067362	0.9856031905368069	-6.280596101455287	3.372773192281073e-10	1.916861292916815e-9
ENSG00000107758	1747.9141354783715	-0.904745481113135	0.1440873074206662	-6.279147673095936	3.404341274551773e-10	1.934161840687395e-9
ENSG00000013374	1083.7985425411744	-0.7707997028602502	0.1228135179302474	-6.276179657177723	3.4699321647544843e-10	1.9707744482905473e-9
ENSG00000163219	9573.150176591556	-0.6801893177097992	0.10845099255376713	-6.271858852491178	3.567629303202232e-10	2.025591779759891e-9
ENSG00000139508	281.20395207038115	1.4238218756739611	0.22715637051960036	6.268025292080046	3.6565540281732153e-10	2.075393781521536e-9
ENSG00000163141	26.444367651891298	2.7003295939421488	0.4308592603935654	6.267312420012863	3.673327031345123e-10	2.0842243784331885e-9
ENSG00000107798	1966.3965038625631	1.5728790715555074	0.2509942353486967	6.26659440751843	3.6902969035055494e-10	2.093160802325561e-9
ENSG00000068120	1097.1023572717181	-0.6172557601077475	0.09850671937188547	-6.266128483859719	3.701349700953537e-10	2.0987362250152277e-9
ENSG00000163428	578.5402402213132	1.026675656689955	0.16388560657137297	6.264587099312061	3.7381457437040294e-10	2.1189000551857857e-9
ENSG00000145990	575.0445812615505	0.9875230243165901	0.1576417214382718	6.26435067637394	3.743821146146353e-10	2.1214162227734187e-9
ENSG00000161551	159.7686634742728	1.2554855566520002	0.20043957348947603	6.263661086456657	3.760423048906269e-10	2.1294171179252067e-9
ENSG00000158079	128.88552596460423	-1.1231378720342382	0.1793096982194896	-6.263676104453794	3.760060725669783e-10	2.1294171179252067e-9
ENSG00000137822	286.09292000626317	-0.9512435524353057	0.15199793166163875	-6.258266425314659	3.892803781474854e-10	2.203653160097181e-9
ENSG00000178966	284.4632117670673	1.3633086645768622	0.2179425336760368	6.25535842674642	3.966039789925435e-10	2.244370406185376e-9
ENSG00000100625	16.83885161821499	-7.574083226962056	1.2108325740184205	-6.255268803865885	3.9683181154375856e-10	2.244919295241612e-9
ENSG00000184076	1323.3494919197553	0.5239948741478178	0.08377502935869487	6.254785920805329	3.9806156097923604e-10	2.251133903520676e-9
ENSG00000186501	633.9721649138302	0.6716030247062541	0.10743284707093667	6.251375096322286	4.0685441260316964e-10	2.2995396018293082e-9
ENSG00000164175	15.712704061548541	-6.737004109972072	1.0776858419263853	-6.2513618049667805	4.06889044827706e-10	2.2995396018293082e-9
ENSG00000162337	46.52512990531419	-1.570944121722073	0.2514189490900097	-6.248312338461267	4.149113369280521e-10	2.3433340088912172e-9
ENSG00000066084	2677.8479917148275	-0.8092979409857582	0.12952176407579039	-6.248354836428826	4.147984829865237e-10	2.3433340088912172e-9
ENSG00000116793	1466.1473941299384	1.0354520264948956	0.16572756620810056	6.247916687527413	4.1596343287243287e-10	2.3485029882281024e-9
ENSG00000224383	24.779297591414483	3.2572984948298176	0.5215675661404379	6.245209070290912	4.2323361394083324e-10	2.388763930262111e-9
ENSG00000075151	655.4629785214258	-0.6124192452960863	0.09807530891079927	-6.244377428911178	4.254914350768108e-10	2.400717541285077e-9
ENSG00000117222	1271.8923015393889	0.9569029854474466	0.15332028353879634	6.241202816490427	4.3421878465444503e-10	2.4491538156150453e-9
ENSG00000118515	81.45758398205399	-1.6487422464667565	0.26419180204720893	-6.2407017692855575	4.3561208761526235e-10	2.4562051262907234e-9
ENSG00000170608	12.031849617618066	-5.33446523763666	0.8548549636757297	-6.240199173318683	4.3701408112994935e-10	2.4633007897594186e-9
ENSG00000128272	9215.820219493287	-1.2073876993936252	0.19351590585708117	-6.2392168439390545	4.397670209972441e-10	2.478004120285949e-9
ENSG00000077254	958.158252487796	0.7166384046146347	0.11488134097309585	6.238074856581495	4.4298867715849103e-10	2.49533805734911e-9
ENSG00000100731	1855.1408133964471	-0.9915801720267814	0.15896096884322689	-6.2378845526835835	4.4352777733015257e-10	2.497554841952989e-9
ENSG00000113448	76.59622373693887	-2.210430496087543	0.35439232225013856	-6.237241490032531	4.4535421198563026e-10	2.507016919045093e-9
ENSG00000133739	53.81081836510734	1.721714311842528	0.27607734710831444	6.23634763908044	4.4790513762139766e-10	2.5205498036431424e-9
ENSG00000153395	2992.588605643092	-1.38130387504673	0.221517111478813	-6.235653154852756	4.498969380005126e-10	2.5309284138402607e-9
ENSG00000092978	160.67755905986883	1.5299764816652244	0.2453989227640652	6.2346503580058314	4.5278824977840943e-10	2.5463588297928382e-9
ENSG00000116096	66.21677916518381	-1.7600340560870302	0.28232404394605565	-6.234091972780484	4.544060654289515e-10	2.554619682382028e-9
ENSG00000173511	2084.7197301969095	-1.278314404527338	0.20509167501825798	-6.232892702317332	4.578998194761457e-10	2.573417983154834e-9
ENSG00000162929	33.81483594580571	2.2022050918006495	0.353329760202623	6.232718949396612	4.5840817171694384e-10	2.575431372075744e-9
ENSG00000167778	1240.7039341460868	-0.4339188773723353	0.06962334968192656	-6.2323757669616375	4.5941384604652977e-10	2.5802365860773678e-9
ENSG00000154639	48.13126989567031	-1.4308077785906876	0.2296417491945037	-6.230608256597154	4.646276256532662e-10	2.6086651835597973e-9
ENSG00000095066	112.07722847145098	-1.260141947878581	0.20225743426174153	-6.2303863018841135	4.652864123166979e-10	2.6115094087438347e-9
ENSG00000170604	604.6057723084217	0.8018862649663497	0.1287166256821179	6.2298577259685946	4.668589582659667e-10	2.6194787462156497e-9
ENSG00000101343	727.1285131279956	0.9687739529754822	0.15554188291665885	6.228380001639574	4.712828522626137e-10	2.643436148781277e-9
ENSG00000007376	320.10951682624193	0.9662127690807573	0.15514359419887655	6.227861189306867	4.728457142957887e-10	2.651335544407563e-9
ENSG00000095485	594.9499276432192	0.5455680417926221	0.08761305776696365	6.227017475451473	4.753981125522405e-10	2.663906210049426e-9
ENSG00000183647	129.24557540696583	1.0632187805164879	0.17074248936541683	6.227031036434205	4.753569818154695e-10	2.663906210049426e-9
ENSG00000067113	164.81121589807807	-0.8456251879976266	0.13580852895643503	-6.226598539101239	4.766704675362207e-10	2.670163853080795e-9
ENSG00000157326	427.26429413512017	0.6067627298919054	0.09751163901503208	6.222464682378775	4.894049730074037e-10	2.7397097966920172e-9
ENSG00000128951	567.9044007070046	0.6923788215069442	0.11126997866270405	6.222512395780828	4.892561131956595e-10	2.7397097966920172e-9
ENSG00000173409	199.95454663458665	1.7131634058675813	0.2753249314789681	6.222332996379766	4.898160461440764e-10	2.7411166731050433e-9
ENSG00000185262	2025.1168572582055	-1.1065319078182583	0.17786544008350175	-6.221174317499675	4.93447553347156e-10	2.7596392178391466e-9
ENSG00000127084	936.8952382014728	1.4784603586303724	0.23764889282552656	6.221196072290587	4.933791285099653e-10	2.7596392178391466e-9
ENSG00000115947	493.044114802663	1.0752623075306715	0.17286937567951316	6.220085560580302	4.968838506678435e-10	2.7779514857474286e-9
ENSG00000006576	1098.9969103590918	0.8565985451799973	0.13781468955303888	6.21558230082817	5.113466304251091e-10	2.857878008089258e-9
ENSG00000144908	11.132488278694202	-4.870880971783846	0.7838794662520947	-6.2138137066820125	5.17138346953606e-10	2.889306335731023e-9
ENSG00000135775	522.4953167431142	0.995260833168061	0.16017364635965434	6.2136366111894565	5.177218055262189e-10	2.891624589589474e-9
ENSG00000158555	16.548693723241122	-3.699762785107063	0.5957102431265433	-6.210675118979184	5.275744632811508e-10	2.945695620233643e-9
ENSG00000175216	1065.2022186004724	-0.5496797385152827	0.0885107033676213	-6.210319403205249	5.287701411903031e-10	2.9514112174831556e-9
ENSG00000174276	180.0262982771093	1.1146729311994201	0.17975176935682013	6.201179188321171	5.604166169210676e-10	3.1270335977663994e-9
ENSG00000139971	146.4049161825111	1.4899941524369107	0.24029535056118462	6.200678244323852	5.622034689659496e-10	3.1359841094010936e-9
ENSG00000066336	1389.1566582949458	0.7836083852179712	0.12643082294214614	6.197922049250165	5.721346192374008e-10	3.1893066266651466e-9
ENSG00000119632	519.3665276927007	1.1328609579220423	0.1827795101181911	6.197964734611106	5.719795177951939e-10	3.1893066266651466e-9
ENSG00000100324	552.1052579595955	0.8546746148285664	0.13790578238567383	6.197525586261082	5.735771685183948e-10	3.196309534731607e-9
ENSG00000106789	67.88380282549079	-4.506615025127272	0.7273503350585308	-6.195934487009784	5.794022441668037e-10	3.227721982277278e-9
ENSG00000099901	995.0135102688936	0.7925700397223072	0.12792917715966642	6.195381361150418	5.814407491650965e-10	3.2380267361813453e-9
ENSG00000198752	62.53476980735002	-2.8138356878646613	0.4543055317150325	-6.193707739463905	5.876514745973922e-10	3.271552239176527e-9
ENSG00000134440	2036.0009801176534	1.1101938480405906	0.17927650770661147	6.192634284562473	5.916690356391981e-10	3.2928502476475384e-9
ENSG00000106524	298.77119448921223	0.6321321006028864	0.10208720389919879	6.19207967755739	5.937552204688654e-10	3.3033891286656267e-9
ENSG00000171763	174.66354778690516	0.8520719532191423	0.13768281250363582	6.188658829123217	6.06782499365443e-10	3.3743800030630768e-9
ENSG00000151612	260.9188990621296	-1.3143209850735837	0.2123768615633753	-6.188626083832479	6.069085376764573e-10	3.3743800030630768e-9
ENSG00000133460	65.8264666162504	1.508838298731239	0.24381766444657105	6.188387958501989	6.078258629558983e-10	3.378385538256334e-9
ENSG00000171621	21.416033331524634	-4.868250348420206	0.7867666192663608	-6.187667637653109	6.106089833240807e-10	3.3927554844153424e-9
ENSG00000135829	4483.500036414419	1.3894444836694093	0.22458768145695	6.186646011285105	6.145775982798999e-10	3.4137010136893885e-9
ENSG00000144381	5132.767305950484	-0.6594146540707717	0.10659944061016771	-6.185911016946511	6.174483155364336e-10	3.428536633648585e-9
ENSG00000067064	1209.883041650717	1.4968319070186136	0.24198637979966134	6.185603951172083	6.186515141230319e-10	3.4341063343005437e-9
ENSG00000100852	1676.4509540139497	-0.591903309628572	0.09570446937464168	-6.184698724064035	6.222118603791105e-10	3.452752619788091e-9
ENSG00000163602	1339.8097407011414	-1.8093641913021326	0.29262090127159734	-6.183304690264635	6.277338625195736e-10	3.4822688694183137e-9
ENSG00000106355	422.2568593004438	0.8157932412465898	0.13193813207510188	6.183149847704556	6.283501623919099e-10	3.4845611138721363e-9
ENSG00000107719	13.555057285970346	-3.3158291978707624	0.5362890621687175	-6.182914088275021	6.292896591147675e-10	3.488643609399412e-9
ENSG00000166860	366.3972876095898	0.9180818787975142	0.1485460265111219	6.1804539667627925	6.391753258587212e-10	3.542303049445717e-9
ENSG00000113732	6647.3254584148035	-0.3365272353269091	0.05446563118347298	-6.1787080772695555	6.462826979456809e-10	3.580535528366804e-9
ENSG00000168795	1155.5009292985083	-0.4276159338092253	0.06924284108418377	-6.17559775297695	6.591360853570713e-10	3.6505671247761877e-9
ENSG00000165985	61.54690029454357	1.7518358685780584	0.28370099314238256	6.174937384511922	6.618969752889556e-10	3.6646751539231687e-9
ENSG00000132661	642.7559500864647	0.5341106922470136	0.08653074744400467	6.172495997363764	6.722023048324566e-10	3.7205313375210617e-9
ENSG00000121764	11.64652009346353	-4.9701416639346405	0.805305120140584	-6.171749737623662	6.75383456965141e-10	3.736933039215701e-9
ENSG00000163297	1536.1179071813954	0.8789310180145486	0.1424201558814244	6.171394860333712	6.769013741875341e-10	3.744124364380951e-9
ENSG00000104691	56.03987587257008	1.9346291123013961	0.313543095618303	6.170217553304218	6.819609449824959e-10	3.7708945839541294e-9
ENSG00000165775	1485.5470335263374	0.3525535899716147	0.057143781550040844	6.169588018302276	6.846815412682763e-10	3.784718390812205e-9
ENSG00000122299	2520.143258195228	-1.6803912499181604	0.27244299200285105	-6.167863733858038	6.921875341838739e-10	3.824977040749407e-9
ENSG00000168495	577.8251793514429	-0.5497218999311496	0.08912823997412246	-6.167763439407714	6.926265882850447e-10	3.826170960011204e-9
ENSG00000154277	26.702689326553656	3.4240756604582896	0.5552443662715244	6.166790459218915	6.969000828954589e-10	3.848539305542415e-9
ENSG00000092621	140.56206496442928	-1.9502174019676006	0.31625113306505565	-6.166673248144296	6.974166266476261e-10	3.850152664099089e-9
ENSG00000235162	63.47419763290772	-6.069686891716283	0.9846630654216667	-6.164227241647409	7.082816856416395e-10	3.908876539800338e-9
ENSG00000137806	254.74612064710425	0.808195521209719	0.13111625046279501	6.163961510164213	7.094719505731876e-10	3.914186407696062e-9
ENSG00000137492	2446.9775668924804	0.929918418891783	0.1508838960917827	6.163138962995185	7.131686867575372e-10	3.933316723685575e-9
ENSG00000187824	57.2703418140444	1.8938777457665523	0.30731815214722735	6.162596425020965	7.156172676605315e-10	3.945553045796722e-9
ENSG00000196950	324.7231799370589	0.7285269024667926	0.1182368125143103	6.161591191225816	7.201757791264927e-10	3.969410863556814e-9
ENSG00000145545	291.2359937194071	-1.2625386443827686	0.20496127961666877	-6.159888573803044	7.27961471400567e-10	4.011034979541082e-9
ENSG00000140044	379.9553756968955	1.0149429311566327	0.1648603707742926	6.156379039970576	7.442697139613984e-10	4.09957616441402e-9
ENSG00000149418	2145.953212235898	0.9469576248336162	0.15386836474190227	6.154336054861156	7.539266812961907e-10	4.151435814403094e-9
ENSG00000044090	118.4946919893411	-1.2146970857782093	0.1973832430874936	-6.154003079378797	7.555121605119388e-10	4.158831456549196e-9
ENSG00000104870	1645.3265608868383	1.226394411668408	0.19928683363990712	6.1539158873103945	7.559278668956817e-10	4.159785227772965e-9
ENSG00000188994	1865.8007236243723	-0.6609296269502384	0.10742264537924673	-6.152609858162413	7.621813991375188e-10	4.192852980571192e-9
ENSG00000120896	273.23973956135865	-0.7393152686385364	0.12019316617421823	-6.151059100705524	7.696722915565644e-10	4.2327042238870295e-9
ENSG00000074054	1619.6916530201406	-1.056599736849755	0.17181805358516244	-6.14952686753634	7.771442149650046e-10	4.2724256457448086e-9
ENSG00000145780	469.80805899628325	-1.2526990761942114	0.20371187178418337	-6.149367070375491	7.779275267250676e-10	4.275362108759997e-9
ENSG00000167695	65.01143253482952	-3.1397766257168067	0.5106735240549679	-6.148305086947972	7.831528777144265e-10	4.302701593283423e-9
ENSG00000139597	695.6316021487138	-0.8119912411493467	0.13211897769495995	-6.145909204838802	7.95067562169318e-10	4.366763518470281e-9
ENSG00000135597	766.9815305277452	-0.8223349473843619	0.1338162053219906	-6.145256812548577	7.983424075373804e-10	4.38334688912844e-9
ENSG00000115816	870.3852904693014	0.9356275453912581	0.15229325686865397	6.143591414544338	8.067620639779453e-10	4.42815850727242e-9
ENSG00000066248	22.776034213574274	-3.091626058365203	0.5033662833246203	-6.141901356494744	8.153949179569464e-10	4.474111289512404e-9
ENSG00000228474	3800.82950804681	-0.809157885920135	0.13178022643438428	-6.140207129808122	8.241394768933114e-10	4.520647424723605e-9
ENSG00000143633	150.62409173843272	1.2404414735148876	0.20206801141921513	6.138732522791241	8.318248925311851e-10	4.561345959108365e-9
ENSG00000100142	441.28413866221433	0.9036185773259862	0.14722794347739024	6.137548049530113	8.380487613651601e-10	4.594006596646459e-9
ENSG00000173334	1000.1040029603021	0.613947500169927	0.10003486500791418	6.137335219289345	8.391718911320726e-10	4.598694125852476e-9
ENSG00000197818	401.8670235449572	-0.6534179070560121	0.10648394276138412	-6.136304593080591	8.446314249976896e-10	4.6271347350288504e-9
ENSG00000145901	14056.968591052748	-2.376376188292117	0.3873301265903839	-6.135273311195913	8.50129102069257e-10	4.655766081488769e-9
ENSG00000057019	10.9479407543291	-4.88256020299274	0.7960682644389961	-6.1333436102161025	8.605100799373846e-10	4.711114215560193e-9
ENSG00000095397	1526.7678775936736	-2.2194366283585416	0.36193328262885976	-6.132170581931358	8.66880787024648e-10	4.7444786423505295e-9
ENSG00000173706	73.40290542981165	-1.6650089700356878	0.27167151169781334	-6.128758071209604	8.856767875180733e-10	4.845804311299459e-9
ENSG00000172086	1142.4632832346053	1.0196902436247541	0.1664198430242825	6.127215511650074	8.943030397501245e-10	4.891441363096154e-9
ENSG00000169760	21.65640480698217	-4.22510531788441	0.6896160441614247	-6.126750318029725	8.969205234128735e-10	4.90419449991016e-9
ENSG00000124767	1994.0906084387905	0.6337233494761484	0.10343958228723711	6.126507237010955	8.982912267664208e-10	4.910124520184214e-9
ENSG00000166881	1210.5772409505155	0.6667117106567175	0.10883188923183558	6.126069439412897	9.007650672488338e-10	4.922078670017672e-9
ENSG00000126391	1141.1202147694037	0.8302536075399362	0.13554584190971755	6.125260619155988	9.053529144211672e-10	4.9455731632086554e-9
ENSG00000133393	765.5004566186731	0.8833393086210369	0.14423173197116593	6.124444992435018	9.100024441068099e-10	4.969389540415227e-9
ENSG00000167272	330.4795194363833	0.6364451040026304	0.10392707059839112	6.1239588524732564	9.127847819940114e-10	4.982997546755726e-9
ENSG00000166896	350.3512620680899	-1.0790473207446987	0.1762481343720117	-6.122319107600449	9.222308989469043e-10	5.032963665436063e-9
ENSG00000157224	44.127641649051455	-1.7041203860993461	0.2784782160509994	-6.119402839708152	9.392667933955063e-10	5.124305132298918e-9
ENSG00000124217	218.00069118871286	1.3953431468852593	0.22802758026254535	6.119185869001879	9.40546460448799e-10	5.128025474540989e-9
ENSG00000100055	1380.8106676585849	1.3548331926499497	0.22140698340869858	6.119198102026629	9.404742663399278e-10	5.128025474540989e-9
ENSG00000169047	716.8855468642148	2.5951463290332395	0.4241214606639808	6.118875298058305	9.423811294193013e-10	5.1363962574893175e-9
ENSG00000160191	53.34176365771183	-6.879718208119362	1.1247941367323724	-6.116424315746843	9.569830477047805e-10	5.214326812486067e-9
ENSG00000158234	77.77521848793147	2.043623743233459	0.33443319561741225	6.1107084165512715	9.918984748538934e-10	5.401140600299303e-9
ENSG00000189108	45.74834923639319	-1.5183531260713907	0.24847409520866956	-6.110709950654098	9.91888939209172e-10	5.401140600299303e-9
ENSG00000141378	333.3652489953174	0.627436209123806	0.10268219644018581	6.110467353406281	9.933979813552248e-10	5.407589645968574e-9
ENSG00000103507	766.303694779873	-0.8348344596311482	0.13662985034317274	-6.110190837026443	9.95120742902911e-10	5.4152495105385806e-9
ENSG00000155463	4029.874679781102	-0.8241370844178079	0.13491093648117533	-6.10874926757923	1.0041493480222983e-9	5.462648862830246e-9
ENSG00000160221	1553.9863197647855	-0.38872792049406896	0.06363609391756969	-6.1086074987192545	1.0050415537166722e-9	5.4657695653472776e-9
ENSG00000104967	11.309766369811566	-6.988950855154879	1.1442790412053347	-6.107732994736159	1.0105622573942175e-9	5.49405171494613e-9
ENSG00000231925	7815.911271542844	-0.8866633898720302	0.1452118278507332	-6.105999786625186	1.0215914382006257e-9	5.5522540059063464e-9
ENSG00000115649	3149.365741392397	0.86579567624396	0.1417999965229497	6.105752450451117	1.0231748884212728e-9	5.559099029617542e-9
